date,sa2_code,sa2_name,property_type,median,geometric_mean,arithmetic_mean,sua_code,sua_name,gcc_code,gcc_name,state
2024-07-27,125031715,PEMULWUY - GREYSTANES (NORTH),UNIT,684613,687440,702112,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125031716,SOUTH WENTWORTHVILLE,HOUSE,1253954,1268317,1309356,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125031716,SOUTH WENTWORTHVILLE,UNIT,746965,747626,770036,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041489,NORTH PARRAMATTA,HOUSE,1604390,1603521,1669551,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041489,NORTH PARRAMATTA,UNIT,636069,652344,688090,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041490,NORTH ROCKS,HOUSE,1967796,1940310,1997292,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041491,NORTHMEAD,HOUSE,1550840,1554561,1611396,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041491,NORTHMEAD,UNIT,601638,619372,646067,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041493,TOONGABBIE - CONSTITUTION HILL,HOUSE,1341235,1368301,1416771,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041493,TOONGABBIE - CONSTITUTION HILL,UNIT,739464,749281,777957,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041494,WINSTON HILLS,HOUSE,1611576,1607597,1646941,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041588,PENDLE HILL - GIRRAWEEN,HOUSE,1280962,1313735,1358648,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041588,PENDLE HILL - GIRRAWEEN,UNIT,632705,647078,674648,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041589,WENTWORTHVILLE - WESTMEAD,HOUSE,1537084,1545045,1617062,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041589,WENTWORTHVILLE - WESTMEAD,UNIT,591295,601784,625215,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041717,PARRAMATTA - NORTH,UNIT,638165,630312,668745,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041718,PARRAMATTA - SOUTH,HOUSE,1434712,1443782,1505546,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041718,PARRAMATTA - SOUTH,UNIT,565340,572493,603023,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041719,ROSEHILL - HARRIS PARK,HOUSE,1420287,1430792,1491792,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,125041719,ROSEHILL - HARRIS PARK,UNIT,530191,543874,570621,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126011496,PENNANT HILLS - CHELTENHAM,HOUSE,2350625,2384503,2515000,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126011496,PENNANT HILLS - CHELTENHAM,UNIT,968304,1009954,1093450,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126011720,EPPING (EAST) - NORTH EPPING,HOUSE,2472252,2488685,2600250,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126011720,EPPING (EAST) - NORTH EPPING,UNIT,874975,921973,991639,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126011721,EPPING (NSW) - WEST,HOUSE,2617351,2625135,2745746,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126011721,EPPING (NSW) - WEST,UNIT,873461,916671,976369,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021498,GLADESVILLE - HUNTLEYS POINT,HOUSE,2881931,2900710,3094771,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021498,GLADESVILLE - HUNTLEYS POINT,UNIT,799175,858376,941593,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021499,HUNTERS HILL - WOOLWICH,HOUSE,3690742,3636776,3895834,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021499,HUNTERS HILL - WOOLWICH,UNIT,1025656,1090466,1200247,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021500,MACQUARIE PARK - MARSFIELD,HOUSE,2510776,2515888,2636524,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021500,MACQUARIE PARK - MARSFIELD,UNIT,900429,930773,987444,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021501,NORTH RYDE - EAST RYDE,HOUSE,2393173,2425344,2538118,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021501,NORTH RYDE - EAST RYDE,UNIT,872664,929129,1013224,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021503,WEST RYDE - MEADOWBANK,HOUSE,2253211,2260801,2368758,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021503,WEST RYDE - MEADOWBANK,UNIT,721191,771691,850874,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021590,PUTNEY,HOUSE,3363284,3283736,3494904,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021722,DENISTONE,HOUSE,2439672,2447050,2541015,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021722,DENISTONE,UNIT,1341573,1337307,1420040,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021723,EASTWOOD,HOUSE,2642551,2657649,2780524,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021723,EASTWOOD,UNIT,852873,926587,1019637,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021724,RYDE - NORTH,HOUSE,2342516,2380527,2494217,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021724,RYDE - NORTH,UNIT,754215,826701,918939,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021725,RYDE - SOUTH,HOUSE,2299019,2310906,2440947,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,126021725,RYDE - SOUTH,UNIT,779893,802216,859611,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011504,ASHCROFT - BUSBY - MILLER,HOUSE,882649,885796,902999,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011505,AUSTRAL - GREENDALE,HOUSE,1056961,1164471,1296758,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011593,CECIL HILLS,HOUSE,1342539,1363165,1433984,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011594,GREEN VALLEY,HOUSE,1049674,1084997,1124927,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011594,GREEN VALLEY,UNIT,743793,736704,751111,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011595,HINCHINBROOK,HOUSE,1098056,1127113,1169825,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011595,HINCHINBROOK,UNIT,773404,765388,787284,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011596,HOXTON PARK - CARNES HILL - HORNINGSEA PARK,HOUSE,1079124,1094749,1130981,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011597,WEST HOXTON - MIDDLETON GRANGE,HOUSE,1183785,1196700,1241198,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011726,COBBITTY - BRINGELLY,HOUSE,1053443,1070599,1088377,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011727,GLEDSWOOD HILLS - GREGORY HILLS,HOUSE,1121171,1130484,1160613,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011727,GLEDSWOOD HILLS - GREGORY HILLS,UNIT,841801,812449,833729,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011728,LEPPINGTON - CATHERINE FIELD,HOUSE,1179383,1193561,1234460,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011729,ORAN PARK,HOUSE,1157751,1172689,1201248,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127011729,ORAN PARK,UNIT,872240,856150,872021,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021509,BONNYRIGG HEIGHTS - BONNYRIGG,HOUSE,1099127,1134328,1173507,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021509,BONNYRIGG HEIGHTS - BONNYRIGG,UNIT,660419,660804,674409,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021510,BOSSLEY PARK - ABBOTSBURY,HOUSE,1289855,1312994,1360079,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021511,CABRAMATTA - LANSVALE,HOUSE,1161992,1183618,1233895,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021511,CABRAMATTA - LANSVALE,UNIT,472679,482435,500417,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021512,CABRAMATTA WEST - MOUNT PRITCHARD,HOUSE,1044939,1079721,1122311,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021512,CABRAMATTA WEST - MOUNT PRITCHARD,UNIT,662321,659988,680410,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021513,CANLEY VALE - CANLEY HEIGHTS,HOUSE,1139064,1160728,1203381,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021513,CANLEY VALE - CANLEY HEIGHTS,UNIT,478049,494590,520386,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021514,EDENSOR PARK,HOUSE,1276246,1300002,1353039,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021515,FAIRFIELD,HOUSE,1096981,1119870,1167188,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021515,FAIRFIELD,UNIT,458569,472360,495659,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021516,FAIRFIELD - WEST,HOUSE,1079285,1106727,1142455,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021516,FAIRFIELD - WEST,UNIT,668831,671844,694075,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021517,GREENFIELD PARK - PRAIRIEWOOD,HOUSE,1227248,1238138,1278517,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021519,SMITHFIELD - WETHERILL PARK,HOUSE,1125972,1153880,1192551,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021519,SMITHFIELD - WETHERILL PARK,UNIT,715617,714849,732971,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021520,ST JOHNS PARK - WAKELEY,HOUSE,1196689,1227200,1266945,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127021520,ST JOHNS PARK - WAKELEY,UNIT,777389,773755,789664,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031522,CASULA,HOUSE,1147198,1166906,1211378,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031522,CASULA,UNIT,741319,734226,750617,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031523,CHIPPING NORTON - MOOREBANK,HOUSE,1384193,1382080,1432867,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031523,CHIPPING NORTON - MOOREBANK,UNIT,702986,702793,725470,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031524,HOLSWORTHY - WATTLE GROVE,HOUSE,1190622,1217689,1252789,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031524,HOLSWORTHY - WATTLE GROVE,UNIT,749209,753139,773904,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031599,LURNEA - CARTWRIGHT,HOUSE,971843,984043,1011026,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031599,LURNEA - CARTWRIGHT,UNIT,658709,652631,671248,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031601,WARWICK FARM,HOUSE,970038,1002136,1039153,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031601,WARWICK FARM,UNIT,444243,455686,478386,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031730,EDMONDSON PARK,HOUSE,1298868,1303533,1335200,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031730,EDMONDSON PARK,UNIT,727764,729798,749312,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031731,LIVERPOOL - EAST,HOUSE,1063408,1082274,1127972,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031731,LIVERPOOL - EAST,UNIT,479225,479528,501943,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031732,LIVERPOOL - WEST,HOUSE,1089209,1110125,1151115,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031732,LIVERPOOL - WEST,UNIT,471088,492795,521489,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,127031733,PRESTONS,HOUSE,1112609,1119361,1151302,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011529,GYMEA - GRAYS POINT,HOUSE,1919053,1978512,2098967,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011529,GYMEA - GRAYS POINT,UNIT,963620,994911,1063234,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011530,MIRANDA - YOWIE BAY,HOUSE,1921483,2003804,2144949,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011530,MIRANDA - YOWIE BAY,UNIT,827612,866975,927815,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011531,SYLVANIA - TAREN POINT,HOUSE,2147514,2309772,2560953,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011531,SYLVANIA - TAREN POINT,UNIT,1024884,1051575,1144507,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011602,CARINGBAH,HOUSE,1940237,1961284,2064333,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011602,CARINGBAH,UNIT,851993,891007,971712,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011603,CARINGBAH SOUTH,HOUSE,2418735,2491090,2662659,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011603,CARINGBAH SOUTH,UNIT,1553055,1540819,1662642,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011604,CRONULLA - KURNELL - BUNDEENA,HOUSE,2995393,2994100,3293396,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011604,CRONULLA - KURNELL - BUNDEENA,UNIT,1020020,1088767,1237325,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011605,LILLI PILLI - PORT HACKING - DOLANS BAY,HOUSE,2944440,3031032,3292496,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011606,WOOLOOWARE - BURRANEER,HOUSE,2839255,2936820,3228585,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128011606,WOOLOOWARE - BURRANEER,UNIT,971921,1035720,1166519,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021533,HEATHCOTE - WATERFALL,HOUSE,1422274,1421624,1447141,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021533,HEATHCOTE - WATERFALL,UNIT,916759,904464,926456,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021534,ILLAWONG - ALFORDS POINT,HOUSE,1843815,1859071,1925844,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021534,ILLAWONG - ALFORDS POINT,UNIT,1008375,1008234,1045111,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021535,MENAI - LUCAS HEIGHTS - WORONORA,HOUSE,1658485,1665395,1724494,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021535,MENAI - LUCAS HEIGHTS - WORONORA,UNIT,984067,975459,1009608,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021536,OYSTER BAY - COMO - JANNALI,HOUSE,1726241,1756053,1845319,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021536,OYSTER BAY - COMO - JANNALI,UNIT,826593,840900,909536,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021538,SUTHERLAND - KIRRAWEE,HOUSE,1693430,1706493,1776539,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021538,SUTHERLAND - KIRRAWEE,UNIT,775319,801053,842399,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021607,ENGADINE,HOUSE,1448414,1455345,1488048,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021607,ENGADINE,UNIT,812185,828380,859181,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021608,LOFTUS - YARRAWARRAH,HOUSE,1518700,1523668,1564906,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021608,LOFTUS - YARRAWARRAH,UNIT,1024420,1019426,1058119,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,128021609,WORONORA HEIGHTS,HOUSE,1704663,1702249,1756332,1031,SYDNEY,1GSYD,GREATER SYDNEY,NSW
2024-07-27,201011001,ALFREDTON,HOUSE,622563,626413,653000,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011001,ALFREDTON,UNIT,409614,396448,419561,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011002,BALLARAT,HOUSE,695610,734907,820039,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011002,BALLARAT,UNIT,455531,456725,508884,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011005,BUNINYONG,HOUSE,644444,662663,697766,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011005,BUNINYONG,UNIT,456515,451410,471462,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011006,DELACOMBE,HOUSE,550965,550838,564694,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011006,DELACOMBE,UNIT,417128,405761,417342,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011007,SMYTHES CREEK,HOUSE,797501,792911,834315,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201011008,WENDOUREE - MINERS REST,HOUSE,474889,475828,493176,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011008,WENDOUREE - MINERS REST,UNIT,366871,357502,376922,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011481,BALLARAT EAST - WARRENHEIP,HOUSE,506806,515286,535861,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011481,BALLARAT EAST - WARRENHEIP,UNIT,407536,404312,416317,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011482,BALLARAT NORTH - INVERMAY,HOUSE,618452,634266,675445,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011482,BALLARAT NORTH - INVERMAY,UNIT,420460,416434,441246,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011483,CANADIAN - MOUNT CLEAR,HOUSE,520237,525039,544808,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011483,CANADIAN - MOUNT CLEAR,UNIT,401550,394615,408131,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011484,SEBASTOPOL - REDAN,HOUSE,459432,459851,472097,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201011484,SEBASTOPOL - REDAN,UNIT,364606,358457,367068,2003,BALLARAT,2RVIC,REST OF VIC.,VIC
2024-07-27,201021009,BACCHUS MARSH SURROUNDS,HOUSE,654342,672607,714066,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201021009,BACCHUS MARSH SURROUNDS,UNIT,460903,457108,474015,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201021010,CRESWICK - CLUNES,HOUSE,520336,529016,560320,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201021011,DAYLESFORD,HOUSE,811567,846767,923165,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201021011,DAYLESFORD,UNIT,630160,637224,693912,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201021012,GORDON (VIC.),HOUSE,695607,694732,744702,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201031013,AVOCA,HOUSE,375860,372387,399742,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201031014,BEAUFORT,HOUSE,436687,440192,467838,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201031015,GOLDEN PLAINS - NORTH,HOUSE,549573,544477,579638,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201031016,MARYBOROUGH (VIC.),HOUSE,381112,383035,402642,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201031016,MARYBOROUGH (VIC.),UNIT,331087,327930,338415,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,201031017,MARYBOROUGH SURROUNDS,HOUSE,393699,388246,417390,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202011018,BENDIGO,HOUSE,518831,542180,583829,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011018,BENDIGO,UNIT,414741,421044,453806,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011019,CALIFORNIA GULLY - EAGLEHAWK,HOUSE,479406,478849,494847,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011019,CALIFORNIA GULLY - EAGLEHAWK,UNIT,374793,367211,378743,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011020,EAST BENDIGO - KENNINGTON,HOUSE,605167,619682,657363,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011020,EAST BENDIGO - KENNINGTON,UNIT,428691,425726,449134,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011021,FLORA HILL - SPRING GULLY,HOUSE,569239,581148,608811,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011021,FLORA HILL - SPRING GULLY,UNIT,410551,405497,425556,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011022,KANGAROO FLAT - GOLDEN SQUARE,HOUSE,512730,516295,535211,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011022,KANGAROO FLAT - GOLDEN SQUARE,UNIT,405142,398978,413651,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011023,MAIDEN GULLY,HOUSE,732080,737459,761452,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011024,STRATHFIELDSAYE,HOUSE,714334,730568,758215,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011025,WHITE HILLS - ASCOT,HOUSE,554800,554944,571535,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202011025,WHITE HILLS - ASCOT,UNIT,422748,411564,425334,2004,BENDIGO,2RVIC,REST OF VIC.,VIC
2024-07-27,202021026,BENDIGO SURROUNDS - SOUTH,HOUSE,681609,698967,745465,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202021027,CASTLEMAINE,HOUSE,693976,716223,755885,2005,CASTLEMAINE,2RVIC,REST OF VIC.,VIC
2024-07-27,202021027,CASTLEMAINE,UNIT,547110,544532,562933,2005,CASTLEMAINE,2RVIC,REST OF VIC.,VIC
2024-07-27,202021028,CASTLEMAINE SURROUNDS,HOUSE,672962,686655,732234,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202021029,HEATHCOTE,HOUSE,501120,505364,537229,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202021029,HEATHCOTE,UNIT,357022,353404,369730,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202021030,KYNETON,HOUSE,796410,837399,896463,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202021030,KYNETON,UNIT,580992,578680,604696,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202021031,WOODEND,HOUSE,950576,991670,1071747,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202021031,WOODEND,UNIT,640080,636510,669568,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202031032,BENDIGO SURROUNDS - NORTH,HOUSE,471110,474406,525281,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,202031033,LODDON,HOUSE,308223,305343,334333,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,203011034,BANNOCKBURN,HOUSE,731184,753923,785499,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
2024-07-27,203011034,BANNOCKBURN,UNIT,493035,486916,502991,2000,NOT IN ANY SIGNIFICANT URBAN AREA (VIC.),2RVIC,REST OF VIC.,VIC
